att;def;win
29,0;3,0;0,999999230165222
29,0;4,0;0,9999958160226652
29,0;5,0;0,9999850275895634
29,0;6,0;0,9999519973369986
29,0;7,0;0,999878391342595
29,0;8,0;0,9997048049646752
29,0;9,0;0,9993911496047425
29,0;10,0;0,9987672085036933
29,0;11,0;0,9977920282328807
29,0;12,0;0,9960763978837263
29,0;13,0;0,9936702756783602
29,0;14,0;0,9898176330589499
29,0;15,0;0,9848543673463737
29,0;16,0;0,9774825232865414
29,0;17,0;0,9686176382751499
29,0;18,0;0,9562386813937473
29,0;19,0;0,9421811093133672
29,0;20,0;0,9235417520433484
29,0;21,0;0,9033778328431481
29,0;22,0;0,8777981679457971
29,0;23,0;0,8512588028976205
29,0;24,0;0,8188554384949324
29,0;25,0;0,7864390352637874
29,0;26,0;0,7481642881893754
29,0;27,0;0,711083495233704
29,0;28,0;0,6685792747767167
29,0;29,0;0,6285590737766901
29,0;30,0;0,5838808706587709
30,0;1,0;0,9999999999999438
30,0;2,0;0,9999999541948605
30,0;3,0;0,9999995408386642
30,0;4,0;0,9999977167451315
30,0;5,0;0,9999906963852049
30,0;6,0;0,9999720341458551
30,0;7,0;0,9999213733289265
30,0;8,0;0,999818243134181
30,0;9,0;0,9995912252927732
30,0;10,0;0,9992030271471586
30,0;11,0;0,9984638886551946
30,0;12,0;0,9973496718863205
30,0;13,0;0,9954460926553285
30,0;14,0;0,992841261369841
30,0;15,0;0,9887536788188549
30,0;16,0;0,9835766237023509
30,0;17,0;0,9759938092609153
30,0;18,0;0,9669818959940424
30,0;19,0;0,9545174777375867
30,0;20,0;0,9404753646668035
30,0;21,0;0,9219745587144716
30,0;22,0;0,9020637248140264
30,0;23,0;0,8769047625372965
30,0;24,0;0,8508809956256571
30,0;25,0;0,8191740879061398
30,0;26,0;0,7874983094819783
30,0;27,0;0,7501232427755777
30,0;28,0;0,7139172878161765
30,0;29,0;0,6723969200104619
30,0;30,0;0,6332663111537442
